음식ID,이름,탄,단,지
6363,스무디_망고 마시빙,,0.88,
6364,스무디_망고 바나나 블렌디드 (Grande),,0.85,
6365,스무디_망고 버블 프로스트 (L),,1.04,
6366,스무디_망고 버블 프로스트 (R),,0.65,
6367,스무디_망고 스노우,17.4,0.0,
6368,스무디_망고 스무디,,0.21,
6369,스무디_망고 스무디,16.83,0.24,
6370,스무디_망고 스무벨라,,0.0,
6371,스무디_망고 요거트 그라니따 (R),,0.68,
6372,스무디_망고 요거트 쉐이크,,1.36,
6373,스무디_망고 요거트 스무디,,1.67,
6374,스무디_망고 요거트 스무디,17.8,0.49,
6375,스무디_망고 요거트 프로스트 (L),,1.23,
6376,스무디_망고 요거트 프로스트 (R),,1.13,
6377,스무디_망고 패션 프루트 블렌디드 (Tall),,0.28,
6378,스무디_망고 포도 스무벨라,,0.0,
6379,스무디_망고 프로스트 (L),,1.42,
6380,스무디_망고 프로스트 (R),,1.27,
6381,스무디_망고 스무디,12.2,0.75,0.7
6382,스무디_딸기치즈 프라페,15.22,1.52,5.49
6383,스무디_딸기쿠키 프라페,,1.3,
6384,스무디_딸기쿠키 프라페,28.95,1.68,5.34
6385,스무디_딸기크림 프라페,,1.26,
6386,스무디_딸기퐁 크러쉬,,1.84,
6387,스무디_레드멜론 팝핑 그라니따 (L),,1.3,
6388,스무디_레드멜론 팝핑 그라니따 (R),,1.54,
6389,스무디_레드멜론 팝핑 그라니따 (V),,1.28,
6390,스무디_레몬 요거트 스무디,,2.25,
6391,스무디_레몬 팝핑 스무디,,0.0,
6392,스무디_로투스 비스코프 스노우,18.16,1.69,
6393,스무디_리얼 과일스무디 딸기바나나,,1.97,
6394,스무디_리얼 과일스무디 망고,,1.97,
6395,스무디_리얼 딸기 쉐이크 (R),,0.77,
6396,스무디_리얼 블루베리 쉐이크 (R),,0.68,
6397,스무디_리얼 초코 프라페,,1.67,
6398,스무디_리얼 쿠앤크 쉐이크 (R),,0.97,
6399,스무디_리얼초코 프라페,,1.32,
6400,스무디_말차 밀크 프라페,,1.94,
6401,스무디_딸기 요거트 프로스트 (R),,1.13,
6402,스무디_딸기 요거트 플랫치노,,1.63,
6403,스무디_딸기 젤라또 프라페노 (R),,0.83,
6404,스무디_딸기 쥬얼리 요구르트 크러쉬,,0.63,
6405,스무디_딸기 치즈 블렌디드,,1.93,
6406,스무디_딸기 치즈케익 할리치노,,1.41,
6407,스무디_딸기 쿠키 스무디 (XL),,1.21,
6408,스무디_딸기 쿠키 스무디,,0.63,
6409,스무디_딸기 프라페,,1.48,
6410,스무디_딸기 프로스트 (L),,1.42,
6411,스무디_딸기 프로스트 (R),,1.25,
6412,스무디_딸기돼지쉑,,2.03,
6413,스무디_딸기바나나 빽스치노 소프트,,1.31,
6414,스무디_딸기바나나 빽스치노,,1.12,
6415,스무디_딸기 스무디,12.2,0.66,1.47
6416,스무디_딸기요거트 스무디,,1.08,
6417,스무디_딸기요거트 스무디,,1.28,
6418,스무디_딸기치즈 프로스트 (L),,1.61,
6419,스무디_딸기치즈 프로스트 (R),,1.43,
6420,스무디_딸기 마시빙,,0.9,
6421,스무디_딸기 망고 스무벨라,,0.31,
6422,스무디_딸기 빽스치노 소프트,,1.31,
6423,스무디_딸기 빽스치노,,1.28,
6424,스무디_딸기 뿅뿅 프라노베,,1.79,
6425,스무디_딸기 쉐이크,,2.17,
6426,스무디_딸기 스노우,15.22,0.22,
6427,스무디_딸기 스무디,10.24,0.24,
6428,스무디_딸기 스무디,,0.96,
6429,스무디_딸기 스무디,,0.56,
6430,스무디_딸기 스무벨라,,0.0,
6431,스무디_딸기 요거 프라노베,,1.36,
6432,스무디_딸기 요거트 드롭치노,,1.46,0.68
6433,스무디_딸기 요거트 쉐이크,,1.36,
6434,스무디_딸기 요거트 스무디,,1.67,
6435,스무디_딸기 요거트 스무디,,1.86,
6436,스무디_딸기 요거트 스무디,,1.97,
6437,스무디_딸기 요거트 스무디,13.9,0.49,
6438,스무디_딸기 요거트 프로스트 (L),,1.23,
6439,스무디_녹차 프라페,,1.05,
6440,스무디_녹차 프라페,12.3,1.55,1.74
6441,스무디_녹차 플랫치노,,1.01,
6442,스무디_다크쇼콜라 프라노베,,2.5,
6443,스무디_다크초코칩 할리치노,,1.98,
6444,스무디_달고나 마시빙,,0.58,
6445,스무디_달고나 스무디 (XL),,1.06,
6446,스무디_달고나 크런치 프라노베,,1.0,
6447,스무디_더블 에스프레소 칩 프라푸치노 (Tall),,1.13,
6448,스무디_더블 토피넛 위드샷 아이스(ICED),,1.45,
6449,스무디_더블 토피넛 위드샷 핫(HOT),,1.93,
6450,스무디_데일리오트바나나 프라페 (L),,0.85,
6451,스무디_데일리오트바나나 프라페 (Max),,0.85,
6452,스무디_데일리오트바나나 프라페 (R),,0.72,
6453,스무디_돌체 크러쉬 위드 샷,,0.63,
6454,스무디_딥초콜릿 블렌디드,,1.27,4.11
6455,스무디_딸기 딜라이트 요거트 블렌디드 (Tall),,2.54,
6456,스무디_딸기 리얼요거트 프라페노 (L),,1.11,
6457,스무디_딸기 리얼요거트 프라페노 (R),,1.11,
6458,스무디_그린티 탐앤치노,15.85,0.98,2.2
6459,스무디_그린티 프라노베,,1.61,
6460,스무디_그린티 프라페,,2.25,
6461,스무디_그린티 할리치노,,1.69,
6462,스무디_깔라만시 프로스트 (L),,1.17,
6463,스무디_깔라만시 프로스트 (R),,1.06,
6464,스무디_꿀복숭아 스무디 (R),,0.13,0.0
6465,스무디_꿀복숭아 플랫치노,,0.0,
6466,스무디_꿀수박 스무디 (R),,0.54,0.01
6467,스무디_꿀호떡 in절미 프라페,,1.46,
6468,스무디_납작복숭아 블루밍 크러쉬,,0.85,
6469,스무디_납작복숭아 타르트 크러쉬,,0.85,
6470,스무디_낭만 달고나 카페프라페,,1.25,
6471,스무디_낭만 달고나 프라페,,1.25,
6472,스무디_넛츠 프라노베,,1.39,
6473,스무디_녹차 빽스치노 소프트,,1.7,
6474,스무디_녹차 빽스치노,,1.6,
6475,스무디_녹차 프로스트 (L),,1.52,
6476,스무디_녹차 프로스트 (R),,1.37,
6477,스무디_구슬 민트초코 스무디,,1.39,
6478,스무디_구슬 바닐라카페 스무디,,1.11,
6479,스무디_구슬 소다 스무디,,1.11,
6480,스무디_구슬 솜사탕 스무디,,0.86,
6481,스무디_구슬 초코 바닐라 스무디,,1.67,
6482,스무디_구슬 피스타치오 스무디,,1.11,
6483,스무디_그래놀라요거트프로스트 블루베리 (L),,2.43,
6484,스무디_그래놀라요거트프로스트 블루베리 (R),,2.28,
6485,스무디_그릭요거트&딸기 밀크티 크러쉬,,1.27,
6486,스무디_그릭요거트&망고 밀크티 크러쉬,,1.9,
6487,스무디_그릭요거트&밀크티 크러쉬,,1.69,
6488,스무디_그린민트 초코 탐앤치노,19.76,1.22,3.9
6489,스무디_그린애플 요거트 스무디,,1.15,
6490,스무디_그린애플 익스트림 스무디,,0.0,
6491,스무디_그린티 그라니따 (R),,1.84,
6492,스무디_그린티 블렌디모 아이스(ICED),,1.9,
6493,스무디_그린티 스노우,17.51,1.41,
6494,스무디_그린티 아이스샷,,1.45,
6495,스무디_그린티 초코칩 탐앤치노,17.45,1.49,2.13
6496,볶음밥,33.97,5.56,2.76
6497,사과차_애플 시나몬티 아이스(ICED) (L),,0.22,
6498,사과차_애플 시나몬티 핫(HOT) (L),,0.44,
6499,사과차_애플 히비스커스티,,0.03,
6500,사과차_애플민트티 아이스(ICED) (R),,0.0,
6501,사과차_애플민트티 핫(HOT) (R),,0.21,
6502,사과차_사과차 아이스(ICED) (L),,0.01,
6503,사과차_사과차 아이스(ICED) (M),,0.02,
6504,사과차_사과차 핫(HOT) (L),,0.01,
6505,사과차_사과차 핫(HOT) (M),,0.02,
6506,생강차_생강차 아이스(ICED),,0.03,
6507,생강차_생강차 핫(HOT),,0.03,
6508,생강차_유자 생강차,,0.0,
6509,생강차_진저티 아이스(ICED),,0.0,
6510,생강차_진저티 핫(HOT),,0.0,
6511,생강차_생강차,,0.14,
6512,스무디_고구마 프로스트 (L),,1.51,
6513,스무디_고구마 프로스트 (R),,1.37,
6514,스무디_곡성 멜론 스무디,17.23,0.85,0.64
6515,스무디_골든펄 돌체 밀크티 스무디,,0.42,
6516,밀크티/버블티_흑당 밀크티 핫(HOT) (XL),,2.38,
6517,밀크티/버블티_흑당 밀크티 아이스(ICED),8.77,1.45,
6518,밀크티/버블티_흑당 버블티 아이스(ICED),12.49,1.2,
6519,밀크티/버블티_흑설탕 버블티,,1.18,
6520,뱅쇼_뱅쇼,,0.26,
6521,뱅쇼_화이트 뱅쇼,,0.0,
6522,뱅쇼_히비스커스 뱅쇼 아이스(ICED) (R),,0.0,
6523,뱅쇼_히비스커스 뱅쇼 핫(HOT) (R),,0.0,
6524,복숭아홍차_복숭아 얼그레이 아이스(ICED),,0.0,
6525,복숭아홍차_복숭아 얼그레이 핫(HOT),,0.0,
6526,복숭아홍차_피치얼그레이 아이스(ICED),,0.0,
6527,복숭아홍차_피치얼그레이 핫(HOT),,0.0,
6528,복숭아홍차_피치얼그레이티 아이스(ICED),,0.0,
6529,복숭아홍차_피치얼그레이티 핫(HOT),,0.0,
6530,사과차_석류 애플라임 핫(HOT),,0.0,
6531,사과차_석류 애플라임,14.78,0.0,0.0
6532,사과차_석류애플라임 아이스(ICED),,0.0,
6533,사과차_애플 그린티 아이스(ICED),,0.17,
6534,사과차_애플 그린티 핫(HOT),,0.2,
6535,밀크티/버블티_초코 밀크티 핫(HOT) (L),,0.8,
6536,밀크티/버블티_초코 밀크티 핫(HOT) (XL),,0.82,
6537,밀크티/버블티_치즈 폼 밀크티 아이스(ICED),,1.02,
6538,밀크티/버블티_클래식 밀크티 아이스(ICED),5.96,0.75,
6539,밀크티/버블티_클래식 밀크티 핫(HOT),9.35,1.93,
6540,밀크티/버블티_타로 밀크티 아이스(ICED) (L),,1.24,
6541,밀크티/버블티_타로 밀크티 아이스(ICED) (XL),,1.43,
6542,밀크티/버블티_타로 밀크티 핫(HOT) (L),,2.41,
6543,밀크티/버블티_타로 밀크티 핫(HOT) (XL),,2.4,
6544,밀크티/버블티_타로 버블티,,0.34,
6545,밀크티/버블티_허니 밀크티 아이스(ICED) (L),,1.31,
6546,밀크티/버블티_허니 밀크티 아이스(ICED) (M),,1.25,
6547,밀크티/버블티_허니 밀크티 핫(HOT) (L),,1.11,
6548,밀크티/버블티_허니 밀크티 핫(HOT) (M),,1.35,
6549,밀크티/버블티_흑당 밀크티 아이스(ICED) (L),,1.29,
6550,밀크티/버블티_흑당 밀크티 아이스(ICED) (M),,1.3,
6551,밀크티/버블티_흑당 밀크티 아이스(ICED) (XL),,1.38,
6552,밀크티/버블티_흑당 밀크티 핫(HOT) (L),,2.37,
6553,밀크티/버블티_얼그레이 밀크티 핫(HOT) (XL),,0.24,
6554,밀크티/버블티_얼그레이버블티 아이스(ICED),10.76,0.87,
6555,밀크티/버블티_우롱 밀크티 아이스(ICED) (L),,0.12,
6556,밀크티/버블티_우롱 밀크티 아이스(ICED) (XL),,0.14,
6557,밀크티/버블티_우롱 밀크티 핫(HOT) (L),,0.19,
6558,밀크티/버블티_우롱 밀크티 핫(HOT) (XL),,0.18,
6559,밀크티/버블티_자스민 그린 밀크티 아이스(ICED) (L),,0.13,
6560,밀크티/버블티_자스민 그린 밀크티 아이스(ICED) (XL),,0.16,
6561,밀크티/버블티_자스민 그린 밀크티 핫(HOT) (L),,0.25,
6562,밀크티/버블티_자스민 그린 밀크티 핫(HOT) (XL),,0.25,
6563,밀크티/버블티_자스민우롱 밀크티 아이스(ICED),4.78,1.22,
6564,밀크티/버블티_자스민우롱 밀크티 핫(HOT),7.21,2.19,
6565,밀크티/버블티_제주 말차 밀크티 아이스(ICED) (L),,0.28,
6566,밀크티/버블티_제주 말차 밀크티 아이스(ICED) (XL),,0.34,
6567,밀크티/버블티_제주 말차 밀크티 핫(HOT) (L),,0.52,
6568,밀크티/버블티_제주 말차 밀크티 핫(HOT) (XL),,0.44,
6569,밀크티/버블티_초코 밀크티 아이스(ICED) (L),,0.44,
6570,밀크티/버블티_초코 밀크티 아이스(ICED) (XL),,0.53,
6571,밀크티/버블티_밀크티 달구나 핫(HOT) (ML),11.68,1.86,
6572,밀크티/버블티_버터스카치폼 밀크티 아이스(ICED),,0.97,
6573,밀크티/버블티_블랙 밀크티 아이스(ICED) (L),,1.31,
6574,밀크티/버블티_블랙 밀크티 아이스(ICED) (L),,0.12,
6575,밀크티/버블티_블랙 밀크티 아이스(ICED) (M),,1.25,
6576,밀크티/버블티_블랙 밀크티 아이스(ICED) (XL),,0.14,
6577,밀크티/버블티_블랙 밀크티 핫(HOT) (L),,1.11,
6578,밀크티/버블티_블랙 밀크티 핫(HOT) (M),,1.35,
6579,밀크티/버블티_블랙 밀크티 핫(HOT) (L),,0.19,
6580,밀크티/버블티_블랙 밀크티 핫(HOT) (XL),,0.18,
6581,밀크티/버블티_슬림 타로 JMT,,1.56,
6582,밀크티/버블티_아몬드 밀크티 아이스(ICED),,1.24,
6583,밀크티/버블티_아몬드 밀크티 핫(HOT),,2.05,
6584,밀크티/버블티_얼그레이 밀크티 아이스(ICED) (L),,0.16,
6585,밀크티/버블티_얼그레이 밀크티 아이스(ICED) (XL),,0.17,
6586,밀크티/버블티_얼그레이 밀크티 아이스(ICED),8.26,1.07,
6587,밀크티/버블티_얼그레이 밀크티 핫(HOT),11.44,1.81,
6588,밀크티/버블티_얼그레이 밀크티 핫(HOT) (L),,0.25,
6589,밀크티/버블티_돌체 블랙 밀크티 아이스(ICED),,1.27,
6590,밀크티/버블티_돌체 블랙 밀크티 핫(HOT),,2.32,
6591,밀크티/버블티_로얄 밀크티 아이스(ICED),,1.48,
6592,밀크티/버블티_로얄 밀크티 아이스(ICED),,1.24,
6593,밀크티/버블티_로얄 밀크티 핫(HOT),,2.05,
6594,밀크티/버블티_로얄밀크 버블티,,1.35,
6595,밀크티/버블티_로얄 밀크티 아이스(ICED),,1.35,
6596,밀크티/버블티_로얄 밀크티 핫(HOT),,1.69,
6597,밀크티/버블티_로열 밀크티 아이스(ICED),8.23,1.06,
6598,밀크티/버블티_로열 밀크티 핫(HOT),11.7,1.98,
6599,밀크티/버블티_민트 밀크티 아이스(ICED) (L),,1.39,
6600,밀크티/버블티_민트 밀크티 아이스(ICED) (XL),,1.45,
6601,밀크티/버블티_민트 밀크티 핫(HOT) (L),,2.51,
6602,밀크티/버블티_민트 밀크티 핫(HOT) (XL),,2.52,
6603,밀크티/버블티_밀크 버블티,,1.17,
6604,밀크티/버블티_밀크티,,1.78,
6605,밀크티/버블티_밀크티 달구나 아이스(ICED) (L),9.94,1.37,
6606,밀크티/버블티_밀크티 달구나 아이스(ICED) (ML),9.15,1.13,
6607,밀크티/버블티_피스타치오 밀크티+펄 핫(HOT) (L),,2.9,
6608,밀크티/버블티_하동 호지 밀크티 아이스(ICED) (J),,1.69,
6609,밀크티/버블티_하동 호지 밀크티 아이스(ICED) (L),,1.69,
6610,밀크티/버블티_하동 호지 밀크티 핫(HOT) (J),,3.17,
6611,밀크티/버블티_하동 호지 밀크티 핫(HOT) (L),,3.14,
6612,밀크티/버블티_허니 얼 그레이 밀크티 아이스(ICED) (Grande),,0.85,
6613,밀크티/버블티_허니 얼 그레이 밀크티 핫(HOT) (Grande),,2.54,
6614,밀크티/버블티_흑당 말차 버블티,,1.88,
6615,밀크티/버블티_흑당 버블티,,1.1,
6616,밀크티/버블티_흑당 버블티,15.74,1.28,1.7
6617,밀크티/버블티_흑당 쇼콜라 버블티,,0.83,
6618,밀크티/버블티_흑당 시나몬 버블티,,1.25,
6619,밀크티/버블티_흑당 카페 버블티,,0.98,
6620,밀크티/버블티_흑당 펄 밀크티 아이스(ICED) (L),,1.4,
6621,밀크티/버블티_흑당 펄 밀크티 아이스(ICED) (R),,1.25,
6622,밀크티/버블티_흑당 펄 밀크티 핫(HOT) (L),,2.03,
6623,밀크티/버블티_흑당 펄 밀크티 핫(HOT) (R),,2.15,
6624,밀크티/버블티_흑당 홍차 버블티,,0.98,
6625,밀크티/버블티_타로 밀크티 아이스(ICED) (J),,0.31,
6626,밀크티/버블티_타로 밀크티 아이스(ICED) (L),,0.21,
6627,밀크티/버블티_타로 밀크티 핫(HOT) (J),,0.42,
6628,밀크티/버블티_타로 밀크티 핫(HOT) (L),,0.24,
6629,밀크티/버블티_타로 밀크티+펄 아이스(ICED) (J),,0.31,
6630,밀크티/버블티_타로 밀크티+펄 아이스(ICED) (L),,0.21,
6631,밀크티/버블티_타로 밀크티+펄 핫(HOT) (J),,0.42,
6632,밀크티/버블티_타로 밀크티+펄 핫(HOT) (L),,0.48,
6633,밀크티/버블티_타로 버블티,,1.34,
6634,밀크티/버블티_타로버블 밀크티,,2.82,
6635,밀크티/버블티_타로 버블티,12.08,1.32,1.95
6636,밀크티/버블티_피스타치오 밀크티 아이스(ICED) (J),,1.54,
6637,밀크티/버블티_피스타치오 밀크티 아이스(ICED) (L),,1.69,
6638,밀크티/버블티_피스타치오 밀크티 핫(HOT) (J),,2.75,
6639,밀크티/버블티_피스타치오 밀크티 핫(HOT) (L),,2.9,
6640,밀크티/버블티_피스타치오 밀크티+펄 아이스(ICED) (J),,1.69,
6641,밀크티/버블티_피스타치오 밀크티+펄 아이스(ICED)) (L),,1.69,
6642,밀크티/버블티_피스타치오 밀크티+펄 핫(HOT) (J),,2.75,
6643,밀크티/버블티_제주 그린 밀크티+펄 핫(HOT) (L),,2.9,
6644,밀크티/버블티_제주 그린 밀크티 아이스(ICED) (J),,1.54,
6645,밀크티/버블티_제주 그린 밀크티 아이스(ICED) (L),,1.48,
6646,밀크티/버블티_제주 그린 밀크티 핫(HOT) (J),,2.96,
6647,밀크티/버블티_제주 그린 밀크티 핫(HOT) (L),,2.9,
6648,밀크티/버블티_진저 밀크티 아이스(ICED),,1.2,
6649,밀크티/버블티_진저 밀크티,,1.56,
6650,밀크티/버블티_청순밀크티 보틀,,1.33,
6651,밀크티/버블티_초당옥수수 밀크티+펄,,1.48,
6652,밀크티/버블티_초코 버블티,11.99,1.5,1.59
6653,밀크티/버블티_초콜렛 밀크티 아이스(ICED) (J),,0.92,
6654,밀크티/버블티_초콜렛 밀크티 아이스(ICED) (L),,0.85,
6655,밀크티/버블티_초콜렛 밀크티 핫(HOT) (J),,1.48,
6656,밀크티/버블티_초콜렛 밀크티 핫(HOT) (L),,1.45,
6657,밀크티/버블티_초콜릿 밀크티 아이스(ICED),,1.45,
6658,밀크티/버블티_초콜릿 밀크티 핫(HOT),,1.56,
6659,밀크티/버블티_커피베이 달고나 버블티,,0.82,
6660,밀크티/버블티_코코넛 버블티,,1.51,
6661,밀크티/버블티_얼그레이 밀크티 아이스(ICED),11.14,1.59,
6662,밀크티/버블티_얼그레이 밀크티 아이스(ICED),4.04,1.49,2.13
6663,밀크티/버블티_얼그레이 밀크티 핫(HOT) (J),,1.27,
6664,밀크티/버블티_얼그레이 밀크티 핫(HOT) (L),,1.21,
6665,밀크티/버블티_얼그레이 밀크티 핫(HOT),13.95,2.37,
6666,밀크티/버블티_얼그레이 밀크티 핫(HOT),6.45,2.58,3.23
6667,밀크티/버블티_얼그레이 버블티,11.12,1.19,1.4
6668,밀크티/버블티_우롱 밀크티 아이스(ICED) (J),,0.15,
6669,밀크티/버블티_우롱 밀크티 아이스(ICED) (L),,0.21,
6670,밀크티/버블티_우롱 밀크티 핫(HOT) (J),,1.27,
6671,밀크티/버블티_우롱 밀크티 핫(HOT) (L),,1.21,
6672,밀크티/버블티_자스민 그린 밀크티 아이스(ICED) (J),,0.31,
6673,밀크티/버블티_자스민 그린 밀크티 아이스(ICED) (L),,0.21,
6674,밀크티/버블티_자스민 그린 밀크티 핫(HOT) (J),,1.27,
